Date,IT Dep.,CostElement,Country,Budget
01-01-2020,R2,Employee Performance,USA,950
01-02-2020,R2,Employee Performance,USA,950
01-03-2020,R2,Employee Performance,USA,950
01-04-2020,R2,Employee Performance,USA,950
01-05-2020,R2,Employee Performance,USA,950
01-06-2020,R2,Employee Performance,USA,950
01-07-2020,R2,Employee Performance,USA,950
01-08-2020,R2,Employee Performance,USA,950
01-09-2020,R2,Employee Performance,USA,950
01-10-2020,R2,Employee Performance,USA,950
01-11-2020,R2,Employee Performance,USA,950
01-12-2020,R2,Employee Performance,USA,950
01-01-2020,R2,External Labor,Brazil,"15,577"
01-02-2020,R2,External Labor,Brazil,"15,577"
01-03-2020,R2,External Labor,Brazil,"15,577"
01-04-2020,R2,External Labor,Brazil,"15,577"
01-05-2020,R2,External Labor,Brazil,"15,577"
01-06-2020,R2,External Labor,Brazil,"15,577"
01-07-2020,R2,External Labor,Brazil,"15,577"
01-08-2020,R2,External Labor,Brazil,"15,577"
01-09-2020,R2,External Labor,Brazil,"15,577"
01-10-2020,R2,External Labor,Brazil,"15,577"
01-11-2020,R2,External Labor,Brazil,"15,577"
01-12-2020,R2,External Labor,Brazil,"15,577"
01-01-2020,R2,External Labor,Mexico,"2,316"
01-02-2020,R2,External Labor,Mexico,"2,316"
01-03-2020,R2,External Labor,Mexico,"2,316"
01-04-2020,R2,External Labor,Mexico,"2,316"
01-05-2020,R2,External Labor,Mexico,"2,316"
01-06-2020,R2,External Labor,Mexico,"2,316"
01-07-2020,R2,External Labor,Mexico,"2,316"
01-08-2020,R2,External Labor,Mexico,"2,316"
01-09-2020,R2,External Labor,Mexico,"2,316"
01-10-2020,R2,External Labor,Mexico,"2,316"
01-11-2020,R2,External Labor,Mexico,"2,316"
01-12-2020,R2,External Labor,Mexico,"2,316"
01-01-2020,R2,External Labor,Switzerland,"1,020"
01-02-2020,R2,External Labor,Switzerland,"1,020"
01-03-2020,R2,External Labor,Switzerland,"1,020"
01-04-2020,R2,External Labor,Switzerland,"1,020"
01-05-2020,R2,External Labor,Switzerland,"1,020"
01-06-2020,R2,External Labor,Switzerland,"1,020"
01-07-2020,R2,External Labor,Switzerland,"1,020"
01-08-2020,R2,External Labor,Switzerland,"1,020"
01-09-2020,R2,External Labor,Switzerland,"1,020"
01-10-2020,R2,External Labor,Switzerland,"1,020"
01-11-2020,R2,External Labor,Switzerland,"1,020"
01-12-2020,R2,External Labor,Switzerland,"1,020"
01-01-2020,R2,External Labor,United Kingdom,"69,881"
01-02-2020,R2,External Labor,United Kingdom,"69,881"
01-03-2020,R2,External Labor,United Kingdom,"69,881"
01-04-2020,R2,External Labor,United Kingdom,"69,881"
01-05-2020,R2,External Labor,United Kingdom,"69,881"
01-06-2020,R2,External Labor,United Kingdom,"69,881"
01-07-2020,R2,External Labor,United Kingdom,"69,881"
01-08-2020,R2,External Labor,United Kingdom,"69,881"
01-09-2020,R2,External Labor,United Kingdom,"69,881"
01-10-2020,R2,External Labor,United Kingdom,"69,881"
01-11-2020,R2,External Labor,United Kingdom,"69,881"
01-12-2020,R2,External Labor,United Kingdom,"69,881"
01-01-2020,R2,External Labor,USA,"5,66,214"
01-02-2020,R2,External Labor,USA,"5,40,714"
01-03-2020,R2,External Labor,USA,"10,14,858"
01-04-2020,R2,External Labor,USA,"5,40,714"
01-05-2020,R2,External Labor,USA,"5,29,464"
01-06-2020,R2,External Labor,USA,"10,25,172"
01-07-2020,R2,External Labor,USA,"5,23,214"
01-08-2020,R2,External Labor,USA,"5,27,714"
01-09-2020,R2,External Labor,USA,"9,60,360"
01-10-2020,R2,External Labor,USA,"4,70,715"
01-11-2020,R2,External Labor,USA,"4,62,915"
01-12-2020,R2,External Labor,USA,"10,96,404"
01-01-2020,R2,Hardware,United Kingdom,562
01-02-2020,R2,Hardware,United Kingdom,562
01-03-2020,R2,Hardware,United Kingdom,562
01-04-2020,R2,Hardware,United Kingdom,562
01-05-2020,R2,Hardware,United Kingdom,563
01-06-2020,R2,Hardware,United Kingdom,563
01-07-2020,R2,Hardware,United Kingdom,563
01-08-2020,R2,Hardware,United Kingdom,563
01-09-2020,R2,Hardware,United Kingdom,563
01-10-2020,R2,Hardware,United Kingdom,563
01-11-2020,R2,Hardware,United Kingdom,563
01-12-2020,R2,Hardware,United Kingdom,563
01-01-2020,R2,Hardware,USA,"24,518"
01-04-2020,R2,Hardware,USA,"24,518"
01-07-2020,R2,Hardware,USA,"24,518"
01-10-2020,R2,Hardware,USA,"24,518"
01-01-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-02-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-03-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-04-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-05-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-06-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-07-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-08-2020,R2,Hardware Maintenance,Brazil,"2,991"
01-09-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-10-2020,R2,Hardware Maintenance,Brazil,"3,470"
01-11-2020,R2,Hardware Maintenance,Brazil,"2,371"
01-12-2020,R2,Hardware Maintenance,Brazil,"5,260"
01-01-2020,R2,Inbound Allocations,Brazil,296
01-02-2020,R2,Inbound Allocations,Brazil,296
01-03-2020,R2,Inbound Allocations,Brazil,296
01-04-2020,R2,Inbound Allocations,Brazil,296
01-05-2020,R2,Inbound Allocations,Brazil,296
01-06-2020,R2,Inbound Allocations,Brazil,296
01-07-2020,R2,Inbound Allocations,Brazil,296
01-08-2020,R2,Inbound Allocations,Brazil,296
01-09-2020,R2,Inbound Allocations,Brazil,296
01-10-2020,R2,Inbound Allocations,Brazil,296
01-11-2020,R2,Inbound Allocations,Brazil,296
01-12-2020,R2,Inbound Allocations,Brazil,296
01-01-2020,R2,Internal Labor,Belgium,"3,908"
01-02-2020,R2,Internal Labor,Belgium,"3,908"
01-03-2020,R2,Internal Labor,Belgium,"3,908"
01-04-2020,R2,Internal Labor,Belgium,"3,908"
01-05-2020,R2,Internal Labor,Belgium,"3,908"
01-06-2020,R2,Internal Labor,Belgium,"3,908"
01-07-2020,R2,Internal Labor,Belgium,"3,908"
01-08-2020,R2,Internal Labor,Belgium,"3,908"
01-09-2020,R2,Internal Labor,Belgium,"3,908"
01-10-2020,R2,Internal Labor,Belgium,"3,908"
01-11-2020,R2,Internal Labor,Belgium,"3,908"
01-12-2020,R2,Internal Labor,Belgium,"3,908"
01-01-2020,R2,Internal Labor,Brazil,"24,879"
01-02-2020,R2,Internal Labor,Brazil,"25,031"
01-03-2020,R2,Internal Labor,Brazil,"25,315"
01-04-2020,R2,Internal Labor,Brazil,"25,388"
01-05-2020,R2,Internal Labor,Brazil,"25,417"
01-06-2020,R2,Internal Labor,Brazil,"25,338"
01-07-2020,R2,Internal Labor,Brazil,"25,318"
01-08-2020,R2,Internal Labor,Brazil,"25,409"
01-09-2020,R2,Internal Labor,Brazil,"25,384"
01-10-2020,R2,Internal Labor,Brazil,"25,384"
01-11-2020,R2,Internal Labor,Brazil,"25,384"
01-12-2020,R2,Internal Labor,Brazil,"25,016"
01-01-2020,R2,Internal Labor,Germany,"3,352"
01-02-2020,R2,Internal Labor,Germany,"3,352"
01-03-2020,R2,Internal Labor,Germany,"3,352"
01-04-2020,R2,Internal Labor,Germany,"3,352"
01-05-2020,R2,Internal Labor,Germany,"3,352"
01-06-2020,R2,Internal Labor,Germany,"3,352"
01-01-2020,R2,Internal Labor,Italy,"3,999"
01-02-2020,R2,Internal Labor,Italy,"3,999"
01-03-2020,R2,Internal Labor,Italy,"3,999"
01-04-2020,R2,Internal Labor,Italy,"3,999"
01-05-2020,R2,Internal Labor,Italy,"3,999"
01-06-2020,R2,Internal Labor,Italy,"3,999"
01-07-2020,R2,Internal Labor,Italy,"1,987"
01-08-2020,R2,Internal Labor,Italy,"1,987"
01-09-2020,R2,Internal Labor,Italy,"1,987"
01-10-2020,R2,Internal Labor,Italy,"1,987"
01-11-2020,R2,Internal Labor,Italy,"1,987"
01-12-2020,R2,Internal Labor,Italy,"1,987"
01-01-2020,R2,Internal Labor,Spain,"6,513"
01-02-2020,R2,Internal Labor,Spain,"6,513"
01-03-2020,R2,Internal Labor,Spain,"6,513"
01-04-2020,R2,Internal Labor,Spain,"6,513"
01-05-2020,R2,Internal Labor,Spain,"6,513"
01-06-2020,R2,Internal Labor,Spain,"6,513"
01-07-2020,R2,Internal Labor,Spain,"6,513"
01-08-2020,R2,Internal Labor,Spain,"6,513"
01-09-2020,R2,Internal Labor,Spain,"6,513"
01-10-2020,R2,Internal Labor,Spain,"6,513"
01-11-2020,R2,Internal Labor,Spain,"6,513"
01-12-2020,R2,Internal Labor,Spain,"6,513"
01-01-2020,R2,Internal Labor,Switzerland,"6,075"
01-02-2020,R2,Internal Labor,Switzerland,"6,075"
01-03-2020,R2,Internal Labor,Switzerland,"6,075"
01-04-2020,R2,Internal Labor,Switzerland,"6,075"
01-05-2020,R2,Internal Labor,Switzerland,"6,075"
01-06-2020,R2,Internal Labor,Switzerland,"6,075"
01-07-2020,R2,Internal Labor,Switzerland,"6,075"
01-08-2020,R2,Internal Labor,Switzerland,"6,075"
01-09-2020,R2,Internal Labor,Switzerland,"6,075"
01-10-2020,R2,Internal Labor,Switzerland,"6,075"
01-11-2020,R2,Internal Labor,Switzerland,"6,075"
01-12-2020,R2,Internal Labor,Switzerland,"6,075"
01-01-2020,R2,Internal Labor,United Kingdom,"98,587"
01-02-2020,R2,Internal Labor,United Kingdom,"98,587"
01-03-2020,R2,Internal Labor,United Kingdom,"98,587"
01-04-2020,R2,Internal Labor,United Kingdom,"98,587"
01-05-2020,R2,Internal Labor,United Kingdom,"98,587"
01-06-2020,R2,Internal Labor,United Kingdom,"98,587"
01-07-2020,R2,Internal Labor,United Kingdom,"98,587"
01-08-2020,R2,Internal Labor,United Kingdom,"98,587"
01-09-2020,R2,Internal Labor,United Kingdom,"98,587"
01-10-2020,R2,Internal Labor,United Kingdom,"98,587"
01-11-2020,R2,Internal Labor,United Kingdom,"98,587"
01-12-2020,R2,Internal Labor,United Kingdom,"98,587"
01-01-2020,R2,Internal Labor,USA,"5,08,437"
01-02-2020,R2,Internal Labor,USA,"5,11,879"
01-03-2020,R2,Internal Labor,USA,"5,58,892"
01-04-2020,R2,Internal Labor,USA,"5,22,939"
01-05-2020,R2,Internal Labor,USA,"5,22,939"
01-06-2020,R2,Internal Labor,USA,"5,22,939"
01-07-2020,R2,Internal Labor,USA,"5,26,954"
01-08-2020,R2,Internal Labor,USA,"5,26,888"
01-09-2020,R2,Internal Labor,USA,"5,25,459"
01-10-2020,R2,Internal Labor,USA,"5,37,818"
01-11-2020,R2,Internal Labor,USA,"5,34,772"
01-12-2020,R2,Internal Labor,USA,"5,31,849"
01-01-2020,R2,Other,Brazil,"1,592"
01-02-2020,R2,Other,Brazil,"1,592"
01-03-2020,R2,Other,Brazil,"2,430"
01-04-2020,R2,Other,Brazil,"1,601"
01-05-2020,R2,Other,Brazil,"1,601"
01-06-2020,R2,Other,Brazil,"1,601"
01-07-2020,R2,Other,Brazil,"1,603"
01-08-2020,R2,Other,Brazil,"1,603"
01-09-2020,R2,Other,Brazil,"1,603"
01-10-2020,R2,Other,Brazil,"1,603"
01-11-2020,R2,Other,Brazil,"1,603"
01-12-2020,R2,Other,Brazil,"1,603"
01-01-2020,R2,Other,United Kingdom,"1,364"
01-02-2020,R2,Other,United Kingdom,"1,364"
01-03-2020,R2,Other,United Kingdom,"1,364"
01-04-2020,R2,Other,United Kingdom,"1,364"
01-05-2020,R2,Other,United Kingdom,"1,364"
01-06-2020,R2,Other,United Kingdom,"1,364"
01-07-2020,R2,Other,United Kingdom,"1,364"
01-08-2020,R2,Other,United Kingdom,"1,364"
01-09-2020,R2,Other,United Kingdom,"1,364"
01-10-2020,R2,Other,United Kingdom,"1,364"
01-11-2020,R2,Other,United Kingdom,"1,364"
01-12-2020,R2,Other,United Kingdom,"1,364"
01-01-2020,R2,Other,USA,"16,698"
01-02-2020,R2,Other,USA,"16,698"
01-03-2020,R2,Other,USA,"16,698"
01-04-2020,R2,Other,USA,"16,698"
01-05-2020,R2,Other,USA,"16,698"
01-06-2020,R2,Other,USA,"16,698"
01-07-2020,R2,Other,USA,"16,698"
01-08-2020,R2,Other,USA,"16,698"
01-09-2020,R2,Other,USA,"10,698"
01-10-2020,R2,Other,USA,"16,698"
01-11-2020,R2,Other,USA,"16,698"
01-12-2020,R2,Other,USA,"16,698"
01-01-2020,R2,Recognition,USA,245
01-02-2020,R2,Recognition,USA,245
01-03-2020,R2,Recognition,USA,245
01-04-2020,R2,Recognition,USA,245
01-05-2020,R2,Recognition,USA,245
01-06-2020,R2,Recognition,USA,245
01-07-2020,R2,Recognition,USA,245
01-08-2020,R2,Recognition,USA,245
01-09-2020,R2,Recognition,USA,245
01-10-2020,R2,Recognition,USA,245
01-11-2020,R2,Recognition,USA,245
01-12-2020,R2,Recognition,USA,245
01-01-2020,R2,Severance,Brazil,172
01-02-2020,R2,Severance,Brazil,181
01-03-2020,R2,Severance,Brazil,198
01-04-2020,R2,Severance,Brazil,204
01-05-2020,R2,Severance,Brazil,204
01-06-2020,R2,Severance,Brazil,191
01-07-2020,R2,Severance,Brazil,191
01-08-2020,R2,Severance,Brazil,195
01-09-2020,R2,Severance,Brazil,195
01-10-2020,R2,Severance,Brazil,195
01-11-2020,R2,Severance,Brazil,195
01-12-2020,R2,Severance,Brazil,172
01-01-2020,R2,Software,United Kingdom,453
01-02-2020,R2,Software,United Kingdom,453
01-03-2020,R2,Software,United Kingdom,453
01-04-2020,R2,Software,United Kingdom,453
01-05-2020,R2,Software,United Kingdom,453
01-06-2020,R2,Software,United Kingdom,453
01-07-2020,R2,Software,United Kingdom,453
01-08-2020,R2,Software,United Kingdom,453
01-09-2020,R2,Software,United Kingdom,453
01-10-2020,R2,Software,United Kingdom,453
01-11-2020,R2,Software,United Kingdom,453
01-12-2020,R2,Software,United Kingdom,453
01-01-2020,R2,Software,USA,"1,96,036"
01-02-2020,R2,Software,USA,"84,736"
01-03-2020,R2,Software,USA,"99,736"
01-04-2020,R2,Software,USA,"95,236"
01-05-2020,R2,Software,USA,"84,736"
01-06-2020,R2,Software,USA,"84,736"
01-07-2020,R2,Software,USA,"68,030"
01-08-2020,R2,Software,USA,"57,530"
01-09-2020,R2,Software,USA,"68,030"
01-10-2020,R2,Software,USA,"57,530"
01-11-2020,R2,Software,USA,"57,530"
01-12-2020,R2,Software,USA,"57,530"
01-01-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-02-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-03-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-04-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-05-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-06-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-07-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-08-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-09-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-10-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-11-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-12-2020,R2,Software Maintenance,United Kingdom,"19,625"
01-01-2020,R2,Software Maintenance,USA,"9,54,189"
01-02-2020,R2,Software Maintenance,USA,"1,18,070"
01-03-2020,R2,Software Maintenance,USA,"1,31,195"
01-04-2020,R2,Software Maintenance,USA,"7,60,328"
01-05-2020,R2,Software Maintenance,USA,"1,19,570"
01-06-2020,R2,Software Maintenance,USA,"1,29,361"
01-07-2020,R2,Software Maintenance,USA,"7,45,695"
01-08-2020,R2,Software Maintenance,USA,"1,29,830"
01-09-2020,R2,Software Maintenance,USA,"1,66,422"
01-10-2020,R2,Software Maintenance,USA,"7,56,195"
01-11-2020,R2,Software Maintenance,USA,"1,18,370"
01-12-2020,R2,Software Maintenance,USA,"1,36,788"
01-01-2020,R2,Supplies,Brazil,119
01-02-2020,R2,Supplies,Brazil,119
01-03-2020,R2,Supplies,Brazil,119
01-04-2020,R2,Supplies,Brazil,119
01-05-2020,R2,Supplies,Brazil,119
01-06-2020,R2,Supplies,Brazil,119
01-07-2020,R2,Supplies,Brazil,119
01-08-2020,R2,Supplies,Brazil,119
01-09-2020,R2,Supplies,Brazil,119
01-10-2020,R2,Supplies,Brazil,119
01-11-2020,R2,Supplies,Brazil,119
01-12-2020,R2,Supplies,Brazil,119
01-01-2020,R2,Supplies,United Kingdom,88
01-02-2020,R2,Supplies,United Kingdom,88
01-03-2020,R2,Supplies,United Kingdom,88
01-04-2020,R2,Supplies,United Kingdom,88
01-05-2020,R2,Supplies,United Kingdom,88
01-06-2020,R2,Supplies,United Kingdom,88
01-07-2020,R2,Supplies,United Kingdom,88
01-08-2020,R2,Supplies,United Kingdom,88
01-09-2020,R2,Supplies,United Kingdom,88
01-10-2020,R2,Supplies,United Kingdom,88
01-11-2020,R2,Supplies,United Kingdom,88
01-12-2020,R2,Supplies,United Kingdom,88
01-01-2020,R2,Telecomm,Brazil,344
01-02-2020,R2,Telecomm,Brazil,344
01-03-2020,R2,Telecomm,Brazil,344
01-04-2020,R2,Telecomm,Brazil,344
01-05-2020,R2,Telecomm,Brazil,344
01-06-2020,R2,Telecomm,Brazil,344
01-07-2020,R2,Telecomm,Brazil,344
01-08-2020,R2,Telecomm,Brazil,344
01-09-2020,R2,Telecomm,Brazil,344
01-10-2020,R2,Telecomm,Brazil,344
01-11-2020,R2,Telecomm,Brazil,344
01-12-2020,R2,Telecomm,Brazil,344
01-01-2020,R2,Telecomm,United Kingdom,500
01-02-2020,R2,Telecomm,United Kingdom,500
01-03-2020,R2,Telecomm,United Kingdom,500
01-04-2020,R2,Telecomm,United Kingdom,500
01-05-2020,R2,Telecomm,United Kingdom,500
01-06-2020,R2,Telecomm,United Kingdom,500
01-07-2020,R2,Telecomm,United Kingdom,500
01-08-2020,R2,Telecomm,United Kingdom,500
01-09-2020,R2,Telecomm,United Kingdom,500
01-10-2020,R2,Telecomm,United Kingdom,500
01-11-2020,R2,Telecomm,United Kingdom,500
01-12-2020,R2,Telecomm,United Kingdom,500
01-01-2020,R2,Training,Brazil,15
01-02-2020,R2,Training,Brazil,15
01-03-2020,R2,Training,Brazil,15
01-04-2020,R2,Training,Brazil,15
01-05-2020,R2,Training,Brazil,15
01-06-2020,R2,Training,Brazil,15
01-07-2020,R2,Training,Brazil,15
01-08-2020,R2,Training,Brazil,15
01-09-2020,R2,Training,Brazil,15
01-10-2020,R2,Training,Brazil,15
01-11-2020,R2,Training,Brazil,15
01-12-2020,R2,Training,Brazil,15
01-01-2020,R2,Training,United Kingdom,"1,000"
01-02-2020,R2,Training,United Kingdom,"1,000"
01-03-2020,R2,Training,United Kingdom,"1,000"
01-04-2020,R2,Training,United Kingdom,"1,000"
01-05-2020,R2,Training,United Kingdom,"1,000"
01-06-2020,R2,Training,United Kingdom,"1,000"
01-07-2020,R2,Training,United Kingdom,"1,000"
01-08-2020,R2,Training,United Kingdom,"1,000"
01-09-2020,R2,Training,United Kingdom,"1,000"
01-10-2020,R2,Training,United Kingdom,"1,000"
01-11-2020,R2,Training,United Kingdom,"1,000"
01-12-2020,R2,Training,United Kingdom,"1,000"
01-01-2020,R2,Training,USA,"2,855"
01-02-2020,R2,Training,USA,"2,855"
01-03-2020,R2,Training,USA,"2,855"
01-04-2020,R2,Training,USA,"2,855"
01-05-2020,R2,Training,USA,"2,855"
01-06-2020,R2,Training,USA,"2,855"
01-07-2020,R2,Training,USA,"2,855"
01-08-2020,R2,Training,USA,"2,855"
01-09-2020,R2,Training,USA,"2,855"
01-10-2020,R2,Training,USA,"2,855"
01-11-2020,R2,Training,USA,"2,855"
01-12-2020,R2,Training,USA,"2,855"
01-01-2020,R2,Travel,Brazil,500
01-02-2020,R2,Travel,Brazil,"1,128"
01-03-2020,R2,Travel,Brazil,500
01-04-2020,R2,Travel,Brazil,500
01-05-2020,R2,Travel,Brazil,500
01-06-2020,R2,Travel,Brazil,500
01-07-2020,R2,Travel,Brazil,500
01-08-2020,R2,Travel,Brazil,500
01-09-2020,R2,Travel,Brazil,500
01-10-2020,R2,Travel,Brazil,500
01-11-2020,R2,Travel,Brazil,500
01-12-2020,R2,Travel,Brazil,500
01-01-2020,R2,Travel,United Kingdom,"2,500"
01-02-2020,R2,Travel,United Kingdom,"2,500"
01-03-2020,R2,Travel,United Kingdom,"2,500"
01-04-2020,R2,Travel,United Kingdom,"2,500"
01-05-2020,R2,Travel,United Kingdom,"2,500"
01-06-2020,R2,Travel,United Kingdom,"2,500"
01-07-2020,R2,Travel,United Kingdom,"2,500"
01-08-2020,R2,Travel,United Kingdom,"2,500"
01-09-2020,R2,Travel,United Kingdom,"2,500"
01-10-2020,R2,Travel,United Kingdom,"2,500"
01-11-2020,R2,Travel,United Kingdom,"2,500"
01-12-2020,R2,Travel,United Kingdom,"2,500"
01-01-2020,R2,Travel,USA,"7,573"
01-02-2020,R2,Travel,USA,"7,573"
01-03-2020,R2,Travel,USA,"8,323"
01-04-2020,R2,Travel,USA,"7,573"
01-05-2020,R2,Travel,USA,"7,573"
01-06-2020,R2,Travel,USA,"8,323"
01-07-2020,R2,Travel,USA,"7,573"
01-08-2020,R2,Travel,USA,"7,573"
01-09-2020,R2,Travel,USA,"7,573"
01-10-2020,R2,Travel,USA,"7,573"
01-11-2020,R2,Travel,USA,"7,572"
01-12-2020,R2,Travel,USA,"7,573"
01-01-2020,R2,Vehicles,United Kingdom,"1,320"
01-02-2020,R2,Vehicles,United Kingdom,"1,320"
01-03-2020,R2,Vehicles,United Kingdom,"1,320"
01-04-2020,R2,Vehicles,United Kingdom,"1,320"
01-05-2020,R2,Vehicles,United Kingdom,"1,320"
01-06-2020,R2,Vehicles,United Kingdom,"1,320"
01-07-2020,R2,Vehicles,United Kingdom,"1,320"
01-08-2020,R2,Vehicles,United Kingdom,"1,320"
01-09-2020,R2,Vehicles,United Kingdom,"1,320"
01-10-2020,R2,Vehicles,United Kingdom,"1,320"
01-11-2020,R2,Vehicles,United Kingdom,"1,320"
01-12-2020,R2,Vehicles,United Kingdom,"1,320"
01-01-2020,R3,Amortization,USA,"4,87,661"
01-02-2020,R3,Amortization,USA,"4,87,661"
01-03-2020,R3,Amortization,USA,"4,87,661"
01-04-2020,R3,Amortization,USA,"4,87,661"
01-05-2020,R3,Amortization,USA,"4,87,661"
01-06-2020,R3,Amortization,USA,"4,87,661"
01-07-2020,R3,Amortization,USA,"4,87,661"
01-08-2020,R3,Amortization,USA,"4,87,661"
01-09-2020,R3,Amortization,USA,"4,87,661"
01-10-2020,R3,Amortization,USA,"4,87,661"
01-11-2020,R3,Amortization,USA,"4,87,661"
01-12-2020,R3,Amortization,USA,"4,87,661"
01-01-2020,R3,Employee Performance,USA,65
01-02-2020,R3,Employee Performance,USA,65
01-03-2020,R3,Employee Performance,USA,65
01-04-2020,R3,Employee Performance,USA,65
01-05-2020,R3,Employee Performance,USA,65
01-06-2020,R3,Employee Performance,USA,65
01-07-2020,R3,Employee Performance,USA,65
01-08-2020,R3,Employee Performance,USA,65
01-09-2020,R3,Employee Performance,USA,65
01-10-2020,R3,Employee Performance,USA,65
01-11-2020,R3,Employee Performance,USA,65
01-12-2020,R3,Employee Performance,USA,65
01-01-2020,R3,External Labor,United Kingdom,"2,403"
01-02-2020,R3,External Labor,United Kingdom,"2,403"
01-03-2020,R3,External Labor,United Kingdom,"2,403"
01-04-2020,R3,External Labor,United Kingdom,"2,403"
01-05-2020,R3,External Labor,United Kingdom,"2,403"
01-06-2020,R3,External Labor,United Kingdom,"2,403"
01-07-2020,R3,External Labor,United Kingdom,"2,403"
01-08-2020,R3,External Labor,United Kingdom,"2,403"
01-09-2020,R3,External Labor,United Kingdom,"2,403"
01-10-2020,R3,External Labor,United Kingdom,"2,403"
01-11-2020,R3,External Labor,United Kingdom,"2,403"
01-12-2020,R3,External Labor,United Kingdom,"2,403"
01-01-2020,R3,External Labor,USA,"3,80,989"
01-02-2020,R3,External Labor,USA,"3,80,989"
01-03-2020,R3,External Labor,USA,"3,80,989"
01-04-2020,R3,External Labor,USA,"3,80,989"
01-05-2020,R3,External Labor,USA,"3,80,989"
01-06-2020,R3,External Labor,USA,"3,80,989"
01-07-2020,R3,External Labor,USA,"3,80,989"
01-08-2020,R3,External Labor,USA,"3,80,989"
01-09-2020,R3,External Labor,USA,"3,80,989"
01-10-2020,R3,External Labor,USA,"3,80,989"
01-11-2020,R3,External Labor,USA,"3,80,989"
01-12-2020,R3,External Labor,USA,"3,80,989"
01-01-2020,R3,Internal Labor,Belgium,"6,008"
01-02-2020,R3,Internal Labor,Belgium,"6,008"
01-03-2020,R3,Internal Labor,Belgium,"6,008"
